0	16362	0.0	0.0	0.0	0.001976284584980237
1	6939	0.0	0.0	0.0	0.001821475625823452
2	2298	0.0	0.0	0.0	0.0012143170838823014
3	27208	0.0	0.0	0.0	0.000910737812911726
4	13373	0.0	0.0	0.0	0.0007285902503293808
5	10719	0.0	0.0	0.0	0.0006071585419411507
6	11485	0.0	0.0	0.0	0.0005204216073781291
7	28782	0.0	0.0	0.0	0.000455368906455863
8	27385	0.0	0.0	0.0	0.00040477236129410045
9	10917	0.0	0.0	0.0	0.0009420262176016651
10	6528	0.0	0.0	0.0	0.0008563874705469683
11	15670	0.0	0.0023809523809523807	0.0023809523809523807	0.003165974228953769
12	7740	0.018803418803418806	0.021001221001221003	0.021001221001221003	0.021725856553222286
13	4277	0.01746031746031746	0.019501133786848073	0.019501133786848073	0.02017400965656355
14	15461	0.0162962962962963	0.018201058201058204	0.018201058201058204	0.01924574234612598
15	15956	0.015277777777777779	0.01758870214752568	0.017997198879551823	0.018976590265552862
16	30740	0.014379084967320262	0.016554072609435935	0.016938540121931127	0.017860320249932105
17	14876	0.013580246913580249	0.015634401908911716	0.015997510115157175	0.016868080236046988
18	4818	0.012865497076023392	0.01574189484406203	0.016598537341571396	0.018083792962304158
19	19560	0.012222222222222223	0.014954800101858928	0.01576861047449283	0.01717960331418895
20	26088	0.024867724867724865	0.0274701799911884	0.028245237488934965	0.02958904019340746
21	2785	0.023737373737373734	0.02622153544613438	0.026961363057619737	0.02824408382097985
22	27423	0.02270531400966183	0.025081468687606797	0.025789129881201488	0.02701608017658942
23	26965	0.021759259259259256	0.02403640749228984	0.024714582802818092	0.02589041016923153
24	26120	0.020888888888888887	0.023074951192598246	0.02372599949070537	0.025144648834926037
25	26922	0.020085470085470084	0.022187453069806004	0.022813461048755163	0.024177546956659652
26	20220	0.019341563786008226	0.021365695548702077	0.022585801997566702	0.02389936620517843
27	22482	0.018650793650793647	0.02060263499339129	0.02177916621193932	0.023045817412136346
28	18591	0.021455938697318003	0.023340475166032968	0.0244764363425621	0.026005923325127814
29	10259	0.020740740740740737	0.022562459327165205	0.023763435789579578	0.025241939872726434
30	7788	0.020071684587813617	0.021834638058546973	0.02299687334475443	0.024427683747799776
31	12485	0.01944444444444444	0.02115230561921738	0.022278221052730852	0.023764478887091288
